Mixing rate (rpm),Colour removal (%),Turbidity removal (%),Mixing time (min),Coagulant vol.,Nitrate conc.(ppm),Iron conc.(ppm),pH,DO(ppm),Salinity(PPT),Initial pH,Salinity (ppt),TDS (ppt),DO (ppm)
240.78059873557166,82.6858073732112,82.36677604059959,4.538565432138294,4.222585766801588,9.842311230550571,10.508102447884102,4.0,11.26106724128095,13.534112155193377,7.161494691355701,207.80346886218905,0.7518982240609358,39.38811554824471
305.72279925825086,89.32926757459629,92.6349960987047,4.320190218450051,4.125687014781182,12.22380492927617,5.627372392630636,6.167887059523988,11.75193704233242,12.2184200002747,7.160170557533365,233.82182456221804,0.80753860912109,38.57271730782233
20.27982453995835,89.54143659176256,92.37185499283876,3.8459046534093266,3.752490434977094,9.06796451401044,11.989979504279258,8.671328142898373,11.99430149435337,12.771456434609004,7.1020815590848105,240.50954859327487,0.6836446127616855,39.44011013238005
37.1291311665256,100.0,94.23318154752411,3.894206536460144,3.8964061876256393,11.392990145985038,12.267476426266224,6.444838042300439,11.760551787717446,12.40939475101879,6.927635562878692,208.25276778281653,0.65434379932025,39.775059852276286
57.69252592396617,86.89054494618028,100.0,3.839982031466795,3.8894689201760837,11.899098241047504,12.955645074342726,4.0,11.192485082001918,12.576352564858366,6.992746410775514,188.54379337777905,0.7641740010046089,38.94181526156082
77.43285577601654,73.86358726861361,86.99533908817895,4.18658903412905,4.00325840404759,12.566591444568509,8.139800671106576,5.30481088773313,10.83318131866305,13.731761345319791,7.006038748863176,215.92224096323835,0.8042169123537057,44.00672560077553
93.51243753791059,73.13181950596305,56.84037776905967,0.9977939623958492,3.869317302747059,8.077412035322402,5.977485590572832,7.130041104312905,11.046876128016851,12.945882277722937,6.9389136997096355,232.45190812873312,0.6784946131250842,38.89615645576606
96.47430532701897,81.18493957784092,64.83668160576902,2.3054721120574055,3.912001302023053,17.741475835201683,8.508595047168782,6.574620820607709,11.514144088091223,12.301140334461989,7.018171276072523,206.98422249425872,0.7229002042347359,43.470460596503166
84.83604486033948,74.30953250934029,81.96528373689473,3.3987458970994915,4.153549886371225,10.777171885744268,4.3074509086338315,4.8098020352729485,11.865397641675436,13.160059026724511,6.702193029070821,209.63937862406857,0.7874056827770904,41.5086856952121
85.16507894727063,86.53816513798007,87.95185877172807,3.905784871097426,3.875372629314232,6.689165287483376,14.368215374057327,10.0,11.75068161500889,12.694598220566409,7.038437906295827,220.31056454665506,0.7680045117693775,40.56356096353305
91.51676685529377,93.90038166274364,100.0,5.169138471494682,4.057721113186634,3.982050047700257,9.088763157117103,7.833853211010287,12.11971807320632,12.773664513543956,6.819808326593152,204.13541221588315,0.734486032930955,37.66306065494404
91.24047898910271,83.51622149155702,83.3710036113582,1.8715284880298728,3.8414911168199453,12.328152113183402,12.206109541263181,9.510340228261153,10.844772766895362,12.002266601732575,7.072726318724093,227.7046498415593,0.7461893560017538,39.34324169542652
108.74052882033557,87.73625309871005,89.29799298481925,4.010401724006897,4.061013637442054,7.197041062077895,3.5119665566743965,9.402261817750517,11.227364644926011,11.821496677394268,7.042215170240002,245.86415430753735,0.7520075926999558,41.16347084742343
97.06646403518752,97.54685131368059,91.97360848947906,5.742436310920097,4.149574813604631,4.176877686316743,10.09384220706951,7.463838269250821,11.824814653892512,13.171702531801763,7.120039870619605,236.49175779154135,0.6984175727023124,44.646763877681046
103.14296638608312,90.09827273843723,90.97105630286435,8.212693465800966,3.6644130626519007,10.026501818797238,3.7989354993585467,6.276485454768037,12.002463180017486,13.283324974471821,7.235604847679159,262.21101699700785,0.7614677732552501,39.41545900554206
93.96014161447196,89.96481911658522,87.92261750415314,9.668607917832261,4.0778749450449165,9.484660283352747,8.067035260807703,8.72504124266874,11.518608729346854,11.876342673385457,6.682535580305871,273.4706975951547,0.7469341582580257,41.453614806467414
82.01757937602014,17.995979852422785,1.0361065934565956,4.3486337702710784,1.8833960019094445,118.39644740625194,84.3842760407695,10.0,11.361373825384739,12.830518832194649,6.939799320645909,205.4937380284476,0.708358029223544,44.27569859454921
78.43174995986915,25.21070382486188,2.001159504312982,3.7938089110593145,2.8784332455783797,59.00320501472633,86.64908032469116,10.0,10.978124713767535,12.597064297644042,6.784553520673251,196.15792707082647,0.7316620749520455,40.70184745591004
95.52561421519424,41.433540292913605,3.607580799691935,3.9574024408296014,4.042993838127955,39.69908625803445,87.99438130581777,10.0,11.595662536452858,12.72630101535008,6.947190710686753,198.51183414417082,0.8506416639098441,42.804040290540144
90.90738801296853,54.702756418361346,0.0,4.221976700881458,4.972262101014836,35.350386936271164,89.67028451956034,10.0,10.692358503665169,12.201166711652819,6.900213673964623,220.92719746801026,0.7999820640362515,41.3113254247825
86.44569035091473,58.22677106899487,1.094317376493877,3.6634186838238305,6.157455474646776,53.3313097604968,96.2995881852154,10.0,11.835255131964281,12.428083366645554,7.124020239086832,211.40124781488757,0.766529025625089,41.685738908518104
76.39890560569123,95.93428994746677,2.6547391964134643,3.8947332218150983,7.000814279358751,59.56411477803651,81.76997552460493,10.0,11.282794040242505,11.471597386021044,6.842270283335528,186.80295584644813,0.623891082949741,42.85239192643004
82.135317930165,72.04231147489745,10.532011048031649,3.9508434193370245,3.9733625837647404,6.461551788210217,8.475118171393492,5.938536991433859,11.727961469065232,12.4060791859151,7.066469403793784,152.19981108450537,0.7224466069338062,41.02639957953103
96.19837439224183,12.310857838990199,12.318373976079458,4.097892251115021,0.9294083726935395,11.176691603102924,8.614363798043602,4.0,2.9893235335162642,4.916444153514663,7.20711459521336,225.69694078033874,0.7407256046012928,39.00333447272543
96.9658524251567,31.154855971283958,10.700358604973982,3.766419280763116,2.0358884245214957,0.0,8.199981959413579,4.0,6.701655758107641,7.468566857799544,7.0639976725699025,239.94249428394852,0.7927975685099881,40.921396548749954
86.621991397688,28.124352916129393,18.98053892293726,4.77460092828443,3.330018094516252,0.0,3.278598024731499,4.0,9.11646727887179,10.1599966882605,7.277696235143145,205.68342239356872,0.7832161743417151,45.702711600717194
91.24901395402671,42.587316461555076,14.207737002324034,4.37678091904469,3.8373854944657557,0.0,9.45492772609688,4.0,10.138902310241996,10.915469067333127,7.127316031182108,204.06174336499598,0.7115848016056037,41.19121203292838
98.87393148909635,42.149127802793764,11.183354847206047,3.8067045315552184,5.011274484560836,0.5827351793278734,8.104143460103383,4.476349506026784,12.742851097718027,14.727898984274791,7.014938134304601,201.27861424844403,0.7368386212280176,41.92253975046208
86.09046777726653,62.844505228176835,13.40442738216,4.082468884277815,5.8851591773120235,1.9309209330680432,9.880572761904507,4.0,14.261966114126633,15.141841129091206,6.925059898188097,206.2847932455099,0.7634583184264498,41.33244449677381
89.58163407976971,100.0,11.267344891723264,4.056445352713844,6.866207571053221,0.0,10.59330100729574,6.271333795646396,19.6503634380706,21.748462028316975,6.920917721888374,238.89253032877508,0.7745019992534148,40.24610445339987
88.07051584324643,0.0,22.550726641776546,4.004025035832622,3.7785225184293227,2.0746185572938156,8.64926690616851,8.291145525557873,20.400853517939808,23.124746269126916,6.89594914596195,179.05688916517312,0.7845963920460756,39.376601795359846
86.69422500242347,92.85919327477984,1.601467181699814,4.0127742496159735,3.749065247124848,15.907457662649318,13.110313911031215,5.96890225993909,11.950403204086783,12.805840964611097,4.211888630104691,0.0,0.8583079449169156,12.633939360092796
90.94431821088838,86.37085355140525,3.870938508017158,3.8682255462530235,4.108985675639604,9.079357127733944,9.818214461552447,10.0,11.88316393823269,12.3109465718093,5.401815146509312,13.50555162178246,0.9254005549824779,11.396649582762489
74.81782882025286,76.33024994686075,3.282629931293547,3.820101100273026,3.9938769860858865,7.311642320862045,7.73655567142794,6.607774413932922,11.291534167502212,12.578543458172717,6.456593532240618,0.0,1.0780709392205996,8.416810220832996
85.904811684034,88.476031326019,2.95039140575529,4.184650012882172,3.936326244698999,12.466602006278105,11.472049741580507,6.969531713820082,11.37326626064025,12.414958360001476,7.421571479203588,0.0,1.1646458226461973,12.011004971128273
88.12776978751485,85.75237224071223,0.0,4.159374753376911,4.0793868675636595,2.908558918568053,4.495049386409426,9.063347043323892,11.855435966920657,12.763717675084866,8.147459834248206,10.44932673414499,1.6720861645894873,10.167917733913047
106.18976258602186,89.38629247365128,4.652448556922451,4.059359954730968,3.821861858266414,8.000579892018424,7.036608835959264,4.0,11.923779697858123,12.851800181097667,8.976055633625997,0.0,1.554370864666719,13.769703588047818
98.21908899218838,61.40796040153025,7.856892267454768,4.506267204019996,3.9604753447246734,6.7555239719164,8.60416190877366,4.023276655473546,11.556317933222607,13.493200870636002,10.0,0.0,1.7722952075265683,11.770355878514634
84.41013728146515,100.0,16.02569529759642,4.119496846678492,3.9132991718412486,15.753730488915572,4.697551233718903,5.151267221446564,11.020930326668637,12.890760452736636,4.039335292603307,752.6665151581316,0.5526726682865302,64.15672365467472
98.22576476288334,100.0,13.55970297923442,4.0946826725937,4.262911059167859,12.689878819827642,10.258609053417393,4.0,11.09107964740402,12.828582836771572,4.663138815437575,698.3963041509842,0.26704317761885815,82.24187748578844
86.71242590957524,54.06536050164011,18.726152512436748,3.945911211503559,4.147183954057971,0.0,11.201398337835375,5.268205559584193,11.43498752363219,13.329042409237626,6.269125467073366,466.2666823097024,0.16015365644600504,88.15891687675176
101.93905431901176,41.32744343640664,19.67402676954852,4.123090378987835,4.106035937227432,11.130869344447868,2.841040907833568,8.360119645073212,11.82808307456335,13.360527090503576,7.049069036858047,496.36800747802073,0.22942015705259666,93.80849166442123
84.37740713767879,45.87571002112893,19.76075036639689,4.259636736658225,4.186249087405369,6.000549609347295,11.186666199593864,4.062022980079794,11.018312128963574,12.363580017179364,7.951312257542328,497.35684443067424,0.09758708120819364,91.2520408767654
86.39096333563667,87.31902874175367,18.703695418410746,3.5912608882332377,3.8762291431232585,12.181117168626338,6.375173412641121,6.766780030146025,11.31700241013259,12.875515887538166,8.971476043891533,435.52907911268073,0.5723097700995652,74.11475060762749
88.23662619781133,100.0,14.898898112737264,4.442993875807229,3.9556923306181377,15.172007270836248,10.075054355541244,5.517857151455285,11.347133552153338,12.675002267509004,9.799407586939337,446.1286511550288,0.5359015005577309,76.52073579883076
60.57520212482706,86.57540011514072,93.88455980420582,4.139196824029092,4.239718137377054,7.724164967597393,16.767915060591804,7.387324177539061,10.832228682095382,12.06909665443726,7.263428769999266,236.97913337841132,0.7984737181022066,40.512368300605104
92.42745902359745,71.46386369407956,89.46347320790451,3.910333997749718,3.75959051540161,3.6903467666183465,6.641518806424354,4.0,11.094636851420272,12.295796517709736,7.033518021418731,232.46075175423965,0.677840973660662,39.12286953525188
155.01205312367404,77.7749406445648,74.94224689237771,3.879094566779289,4.053347060572487,9.682264190473424,6.921401766603665,8.923578873800984,11.916035834070959,12.656576861201964,7.192547836184781,213.23119716145493,0.7163643436287844,38.7091397177804
194.64181627130154,81.45466354579162,92.19079661455832,3.9966860956945798,4.280129422273882,6.686822320596933,8.543755552972526,4.0,10.377450662949272,13.104702319140424,6.781648097638442,194.2259269060908,0.658324393003994,41.373775199976826
258.47374985163856,83.53041079170282,81.95211844816657,3.398441495325899,4.076394869837167,15.13975770628862,8.158615966258749,9.935212294864979,11.650011051748525,12.729720574834104,6.751218467602065,260.37458949490525,0.7289541987304733,38.354459961050566
304.28384490360196,79.8399784826749,90.87487688282,4.006691930170496,4.163653992703285,13.550710043969946,9.345290827693134,9.05239464680362,11.211222057226816,12.768359150086448,6.826852847394377,208.12969924055727,0.7193723776391308,45.84801427303895
21.592884867635473,100.0,91.9126881819094,3.230590608377632,4.0509022723144525,15.215964449231093,5.784666623259137,6.6501642459241515,11.994824512987062,13.145665934899458,6.891808760505444,211.58022616248962,0.8356454842612169,42.29116735470634
45.38132998250768,95.30815433520195,100.0,3.881330597748674,3.7235443495097966,11.186084854455,12.406319481639926,4.0,11.003639596542762,11.910438910532767,6.950050983374214,231.91442119662645,0.6726411825550683,45.0348655455667
57.421666598924695,91.21679471779234,95.91533429894446,4.2705500682563295,3.784847517315707,12.690736587304672,8.60599976756158,4.0,10.83753733093207,12.366128609428053,7.227045222467973,239.9968433189099,0.7228996534563548,45.497404786899054
88.52505484833735,79.03591434305234,90.54994561145361,4.221364531359135,3.9363684093136087,10.272596030150982,9.28800463378563,4.0,10.875502894558933,13.254224474948717,7.028760704250164,239.04098579676176,0.7871267228445458,39.68824080115235
88.72138200768359,72.24905594764284,57.933210108779924,1.210954248923462,4.323931715949403,7.809844656000535,4.422664517438911,9.005155255118524,11.158048593332031,12.606528400961436,6.916824028657974,234.15413559593412,0.7835959475010039,38.778721404346086
86.77263568668806,76.67359831973484,61.581907745034826,2.1231278651603964,4.009780703958628,13.686905608003233,9.785943819373694,4.0,11.192537017935544,12.802316228144617,7.129587770103436,264.74769163128303,0.6524940293941599,41.419532713956336
87.74186451802224,77.13425345086631,78.63501630546898,2.869669353165716,4.3468434222238646,5.372902900194556,6.461321167014271,10.0,10.747832415954832,13.567676535006532,7.042949311954536,185.6683842599068,0.7733065143537363,40.09040023188235
96.75164027561699,100.0,87.95782838651145,4.187246670731998,3.4438093748937653,18.691583602642453,3.799879315749605,4.0,10.89615666265197,13.972521308091931,6.960842946639975,202.5015004893795,0.7894875930511703,40.818783518173824
98.88162814665549,76.00508499145744,96.88385827796421,4.992401287619152,4.187650727090121,15.814833501448078,9.906397771720966,6.0819799559689445,10.838015625279269,12.66508992054653,7.019328758169454,186.86488850811173,0.768203238467237,41.6860850533555
100.66087066406357,86.52516294763937,87.26938805437382,1.9347975286738457,4.239685402303364,8.827599811942903,6.083355731637301,8.902788296974622,10.59540527254114,12.260563743395627,6.842996041942661,246.60310899724843,0.6737593451689643,42.760359537198376
81.16263154452764,95.60035914347499,89.43847621020016,3.6429679096016043,3.967010490816346,1.0742400755721278,7.754700668119478,7.1987029492727315,11.698478020990136,12.837628848131223,6.9228790696714695,217.41743933047277,0.7678347155576406,40.25931027988137
86.60334941956265,94.79687929863617,88.40310504889777,6.394825063153821,3.977484350212673,11.748739224250032,8.657627750951555,8.893067368313204,11.524360461674927,12.856982958422922,6.929701924838316,225.93677127967644,0.7748324216590674,40.638141148067554
86.55088863800061,100.0,94.89083404227544,8.067703853412125,4.113140033540634,12.124097032597959,8.64130308156679,4.998823861254668,10.763934656423757,13.153307449744824,7.147681713812147,233.23267168959964,0.7161383890448636,39.440681796450605
88.9026885007197,90.51127746929438,89.72582759281823,10.11247225045689,4.007456554701577,5.896281151236538,11.549757445311704,4.158910801444211,11.750342148152244,13.65236387523327,6.740620399864027,199.97879897861856,0.6843388799700112,38.89270562996172
84.21790449568748,18.704069922206866,0.0,4.107003021026377,2.1262140481690444,115.65582087931512,90.08438034218167,10.0,11.347479713654883,13.352441188012348,6.779565899637686,196.08407293128818,0.7941653739738926,45.06942773303343
102.09495869650495,28.520937401136106,0.5865367702238534,4.203849960457922,3.1087074866198265,58.852331083575,90.56482245895194,10.0,11.657811791015677,12.4097884177132,7.249930934896509,201.5468081851559,0.7488322457642246,43.104320365510304
79.35386580306368,22.851843566291787,0.0,4.221578185271927,4.059630861065881,47.34676118267378,90.46777422384902,10.0,10.987435524744333,12.836811972915662,6.853336380068436,179.2414810068933,0.7305534474158346,43.142508334941425
77.5496783548415,51.651823501713984,0.0,4.191819242563759,4.677077221039293,29.810655824152057,90.26595018940259,10.0,11.082769834685115,12.229870523666484,6.858180682940027,242.63292947292308,0.7699587912972725,40.78734577509552
84.43145449767916,59.074216117931876,1.8533608270235598,3.954165149691962,5.858610550653628,58.467913305508446,89.19587064847454,10.0,11.037544573148347,13.2394898697261,6.9601244643454345,225.13754179181686,0.7479263515029114,40.86594944541837
102.61000711814309,100.0,0.0,4.026436710167358,7.082873107422591,59.53891057798494,84.16376340426095,10.0,11.978328604319922,12.923440683403772,7.2340283465955695,259.5442159351956,0.7130674496996552,39.79417387793047
74.24705681041901,72.02522939970261,21.18375419869414,4.304532834062692,4.135794492809902,10.208067690492294,9.37167835397278,6.253010842814657,11.76979571743663,12.382915349718779,6.929577456302689,250.9260514959662,0.6882570313641686,42.50443453581682
81.85379068534574,13.060593494445634,20.628797784495724,4.259184856955597,0.8353217259856156,12.25870845852311,4.285759040011672,4.0,3.4083862296170473,3.9649398324544944,6.952450732595638,223.27763397263976,0.7770448157874669,40.59339362406511
87.2756746128481,19.626825890790688,17.398484678374043,3.7938125372940177,2.1108494569656857,0.0,7.055865481695783,4.0,6.619610851905701,5.688174263974172,7.006715418333053,181.4771465594207,0.7398516475802966,41.83195865096211
90.42492803541906,33.154627792892775,14.911222300781098,3.678976646998155,2.8064046928674977,3.85827931978484,8.013391147147017,7.448692958670889,8.531102943808769,9.728381874888651,7.247630245293094,223.7645450113221,0.7332662667291137,40.36567246978373
86.87435378453787,39.00823233123967,10.110950049852065,3.8588754503613796,4.281729153613641,4.690336669535178,6.50401258737143,6.579566320099108,11.48672498792629,11.821057785133995,7.155525462564676,188.72535263436583,0.8052184081752254,41.845333758298395
83.97820601884672,39.254055991499,20.724332070847193,4.053642535287544,4.886803108698923,0.0,3.8963026432955825,4.0,12.05766188959395,14.253682701043275,6.701343276762247,224.6457030856143,0.7360658688011682,39.956625351257806
101.31429583514655,55.70843033424842,12.398741809177825,4.291822146799812,6.118097710483304,0.0,6.151337379879891,5.127792195905353,14.706724942583115,15.758274179755222,6.883810554615128,185.24455336412433,0.7663527112677999,42.88821843658926
76.58672464678682,94.27962045814637,14.707809634713476,4.365225234874535,6.881647579229056,0.0,7.167382680600836,5.939230407319519,19.862934910642696,22.01677691260011,7.102301997684316,211.85936266067162,0.7118642689765873,39.86240956236254
109.88673635616641,12.85138546366384,18.195086691434195,3.7410615890009624,3.990630005016299,3.760769420003034,14.919373628743951,7.378087441935643,20.147310664371336,22.03217067687875,6.888120953436983,208.19122422457514,0.655814296742995,41.48550748085953
106.01870952546808,83.26332347091059,3.861214475514915,4.204031373062193,4.191756536614413,10.779909384074074,6.315032341060467,4.0,11.037395500862122,12.555267920171778,4.1576832707589375,0.0,0.8287599024288945,19.38343376591594
89.04044301441053,69.62292680616919,0.0,4.419445665344812,3.818127706440169,7.798091773554241,8.643171561430735,10.0,12.359185812750122,12.979751725309914,4.7169659927756,0.0,1.013637949070243,11.93747072638575
94.85367187764624,90.80131333158943,0.0,4.402789784315677,4.329989265441669,6.887003221015338,12.441099121857924,5.717237740598818,11.920830776736707,12.369675694118358,5.754571863081535,28.66009482222331,1.1214433843808795,18.92462528694404
82.35079226332803,80.8527078119396,4.3814714367513234,4.505700108065688,4.008082782090772,14.72672034808495,10.770046547796742,7.076536923644472,12.171719024866288,11.582302785826393,6.845094875996805,39.493061878110716,1.0509536637438885,11.530473714826073
99.56504680776877,69.55815756427273,0.0,4.045297956716682,3.943146358325135,11.482771122085163,7.568002413735759,4.0,10.999832038293151,13.316264374812897,7.983746890955098,2.2249555034307873,1.5553396762178069,11.28197552160977
86.7335774666892,81.79304687379211,3.9620199177204394,4.013701614180645,4.047683692501585,9.165727054510485,7.185038770397598,6.72448023565314,11.71440574762148,13.13218481731252,8.731198919981818,0.0,1.4482762713333064,15.382462811527876
75.90626260345711,78.86328986422136,6.092519624060076,3.8812527543233575,3.8777792078458604,5.824223854943094,6.828150416690498,4.0,11.96551003760617,13.526732658492739,10.0,0.0,1.705917217127167,16.355488205968044
98.43420034081169,100.0,18.72449841284707,3.6467546492925242,4.43913932647093,11.999299754893872,6.768789203465408,6.534368137897293,10.886428593626725,12.22493024507019,4.0,771.0347601112278,0.538020892373208,72.10301965013312
104.90432341360733,93.33304838921939,15.819400714967855,3.745825593353712,4.158266243066101,8.788058507640416,12.204416633668503,6.729193099348339,11.140374077721804,12.979075671755366,4.924041686288396,645.4071246975429,0.3063093499144569,83.46344651000831
85.61981587337557,64.67963604596372,14.199709433366385,3.781255777401427,4.074590284544936,10.2202503762969,14.358797272835428,4.0,11.62569360669535,13.366137881645441,5.934507330674524,463.87674840866003,0.2297801302810434,88.18979614779595
85.0250510865414,24.328218147301243,18.744053971978833,4.2580378419645415,3.940867330499417,13.431620759801548,10.935499889292423,4.0,10.943318115309307,13.131607646284056,7.097486792406533,488.771601574399,0.225134400674096,94.89824239838465
77.55852879758557,51.67570074374247,18.167900411125473,3.841583455356173,3.914858791533877,10.139509658090898,10.167201154478025,5.655854098957957,11.309733080530588,12.142778235361398,7.909823692605734,487.3871512648526,0.16220028913214077,92.06625835082448
78.60215363861514,96.63114174826897,18.39388569527871,4.221914935328621,3.62628372356731,18.599216956086828,12.949703797914129,4.714563113237736,11.202239491936053,12.898370707296943,8.91257293646672,388.9055016189332,0.4757072929444211,77.27383334947089
79.30633708806909,100.0,16.829431787878946,3.728291972241982,4.106645722403599,2.831142267131365,6.732178849883548,9.542969537700959,11.108045241286357,12.385082237841443,9.82950229314812,443.3690482629279,0.46904714476569376,72.83430129351662
53.97202893351253,72.12166934730739,92.2147043706506,3.675719023465484,4.009304207299504,10.114642703958774,10.520363614005106,4.096724855841915,10.903472632115871,11.928238420309984,6.682446604864086,249.1548196054174,0.7350892021998885,41.4186512408147
110.118406692508,85.29817402455907,90.56063557526952,4.514727314823537,3.9442925387952967,11.04669810717822,5.689035106343898,7.455049815560634,11.218448406360944,12.450125439767564,7.092047431103629,230.22291952060309,0.7438303286403779,36.75431778664865
137.4877773002881,87.8282845938687,78.22260917048224,4.21229694292778,4.06958725125373,7.2536756194057315,9.329234670126848,6.790396774366293,11.61636675501352,12.902431922092996,6.701394905553043,222.23490885994352,0.7641193413331283,42.570928051731634
202.94512186238666,86.69932266689601,95.3010439616303,3.4133999496186136,4.086529108768293,16.610945194573127,8.735662950545317,6.264407793342558,10.524506419266817,13.674903093647817,6.791193903052685,248.37060013599458,0.8139136737240192,42.558150187779745
257.20261345032924,88.04777659174636,83.36722519750138,3.897708954538672,3.9074585188640794,7.037502601923911,3.2121276272209798,9.872302821848695,12.109346186417362,12.362669402141442,7.11826103257361,226.9747279893239,0.7826148383653911,41.60172772586088
304.6320783073728,82.0242361482933,95.0207827607783,3.8338380744064002,4.213142939066561,11.046252639680414,10.065143076476852,8.74169178370365,10.472718960407299,12.700600498895506,6.747768466437455,207.82002932614716,0.8138984230859835,39.731173689210245
30.068812035661445,85.93150232357331,92.05718759331391,3.9308521227101965,4.0260371554144765,10.061322448139316,6.273110507997151,5.351834045225983,11.54531143566607,13.039051516306179,6.9497571604843245,220.46340199045608,0.7068257286166866,42.85643728625109
45.82829041029278,93.95319122754589,98.7723812007648,3.875996634217995,4.044954185153279,6.425810741647732,8.115743844021589,9.071333229810318,12.175976254063993,12.956242941581229,7.094181554052591,233.42901523272968,0.7846048046628138,42.116114290052536
50.98110237000262,95.01236142086745,97.12288203528604,4.2817231460973115,3.9423886514480753,10.710407970152158,6.659134056131976,6.060842329530029,11.962783759330922,12.519769429543674,6.671840234869817,169.328626096289,0.8221681057337772,41.667856785882506
63.82548276077185,79.6751099044091,79.67738595645814,3.9548648450627835,3.8622733398753755,16.282634013995512,10.261307188303514,10.0,10.988415854773445,12.745359253464395,7.074650672030243,226.5257076838584,0.80738042867295,39.66633132490216
101.51284836393619,87.74307199464664,51.52059661754758,0.9505917802518513,3.9726759877716353,5.306999052069914,11.930287999777939,5.751254257689224,11.637379946351764,13.597914117327546,6.758115781698646,255.0801230445842,0.7233641737653335,41.192266467611724
94.21569781750385,77.31564440764524,64.59751258784162,2.0558655631890863,3.918390901926022,8.266985258716417,7.628416032138636,4.0,10.63248487228351,13.08554185743687,7.002348016463503,219.17569656574466,0.7312002138100534,43.37073200648778
77.95381541901993,91.31225953703765,85.5173736117333,3.0141114321448574,3.838126819083471,9.027157381522885,9.567924159828742,5.857015978168802,11.185252567640838,12.6629079629061,7.145203173665544,205.7951566025688,0.8287441849732579,39.65478392985995
95.85661418871526,71.58168409392627,89.37757187444191,3.8660096020081545,3.8695452550395872,10.234179093792942,6.800917323378702,8.570595341922779,11.042548624518904,11.789656522851306,6.999265024659811,204.1109962800267,0.6515635762536004,43.398230925369795
81.97540218438455,92.4277715902129,90.95346909156703,4.943266075365116,3.9960950267201856,10.182541566659381,8.818593066621792,5.0506535371847665,10.946533193269323,13.478833744411013,6.619104154883293,188.82776240682009,0.6958832497359173,40.146979945983844
82.24791728279831,82.20229278318885,78.14393775216196,2.0160749306559906,4.153317411835596,8.21775333039317,12.243578399414654,10.0,10.770692492758727,13.022456796150081,7.226879862537035,232.63725924217638,0.8324905131487332,40.85588974855652
86.66711838852419,83.75870555799125,91.03530041933854,4.008675364306466,4.090259891141979,8.780606364599087,13.594953268631905,4.0,11.065553463770824,12.280412164366034,7.182948076959473,241.69719071033188,0.7145392644771358,42.054299615366794
91.11444679058306,94.75799188976293,92.83426274368014,6.512646986345431,4.13402867661285,11.642176494131684,6.02681960736343,8.089676774036533,10.945965115397422,12.746068002907476,7.0654209978492775,193.98152476473567,0.7150303657706915,43.34819148451932
85.91261549131333,89.94764711479702,91.89688663430852,7.90347544820687,4.184164523181997,11.812695204020775,6.764395604690774,10.0,11.620351698875,12.391785599048651,6.668161498551914,244.1205041318333,0.7195447010492746,39.14996102176659
91.92113471018033,98.96992789149098,89.83004212471049,9.698027464094388,3.734481579899556,8.689796905151164,8.103204258760188,8.608676567212498,10.920887865471933,12.404928232560966,6.922201226577215,239.81228953244312,0.7669543879625762,40.4965692676678
103.59139398306641,16.803274327081162,0.0,3.947168677050951,2.145812465041801,116.46089411246633,87.42455549061704,10.0,10.466623873803881,13.49629950400849,6.706169810930553,220.3193520625368,0.7637184068445817,42.34041952506317
80.44694344058418,22.07072452985095,0.48737752467702283,3.8867670501025566,3.0149039815417944,65.01906103121439,90.31702570265284,10.0,11.750838594415388,13.331901728603132,7.117891420523361,227.38200773098777,0.6674215401206511,39.22827798814334
87.19546061751065,47.583528064073704,0.0,3.9388531534528184,4.102555320557527,45.54278826554725,92.07177559289681,10.0,11.246957477266777,12.879266403986206,7.104229781027186,222.16259432159256,0.7623113968508662,42.78064663691303
87.5705486600245,39.084641971512994,0.0,4.098157230004514,5.0655593773958,31.724349297777483,90.02058959189365,10.0,11.50021276444437,13.253559698329463,6.786093033989819,233.13960993177835,0.6925133115143363,40.147621229305194
102.23648832970638,57.39065702704823,0.0,3.9664185520168838,6.04706705063586,57.30714730646076,92.75470798190085,10.0,11.520530010404475,13.833291386647288,7.046840226369707,217.16755459111505,0.7056314066923726,39.61387715915679
78.59918819566741,98.47252135941905,0.0,4.624744117376857,6.835898068966202,47.28501328301503,85.48869875755813,10.0,11.135991435353452,12.217489912759314,6.986010984534957,187.2295665711359,0.6677721900634833,42.652081175984634
90.47472090660311,72.44427373644379,15.989436749208686,3.9551895499210756,4.062039395476996,11.614045557288549,7.609013708515786,7.282975309422052,11.194780216809162,13.632946372305355,6.960719673288266,247.8527005850499,0.6567816335805029,40.75863773776206
87.32646022691837,1.3917289282978995,17.396741454408993,3.73602353626194,1.1335754436371883,12.33852834332641,10.218903222321392,5.301142082265143,3.9378909621804037,3.9548328446594985,6.960130401629732,262.01793872068635,0.7281063494888966,44.9302076268701
93.50556657873403,23.7141409175864,8.873643141502496,3.791682636551589,1.9454765304180117,1.9594868301293356,10.465654023332911,4.0,6.709645003310652,7.336784957877289,7.040055154953888,226.99514372896283,0.8181520923739696,42.56727373513611
96.35127454646677,32.29134073699189,12.767591850124965,4.093489677614255,2.7968974784283698,0.0,9.09772159237423,7.956704854444519,9.43663236147235,9.425464787442177,6.973230998746934,236.31975268190894,0.7450925755918012,38.74622659185749
97.04540899031483,44.53928109982771,13.475824931196758,3.9183072303248156,4.118263466171787,0.2577227512100975,9.366574319578852,4.0,10.022430628733101,10.827136848863981,6.922315095085078,226.80257400914695,0.7761794362942291,37.42545853776744
